"title","text"
"StAS.1.1.97.P.Linlithgow.Carriden","      of carriden.       number xi.       parish of carriden.       by the rev. mr george ellis.       situation, extent, soil, etc.     the parish of carriden*, pronounced carrin, is situated in the county of linlithgow, or west lothian, about 13 miles west from edinburgh, on the south side of the frith of forth, is in the presbytery of linlithgow, and synod of lothian and tweeddale.  it is about 1 mile in breadth from north to south, and about 2 miles in length from east to west; bounded by abercorn on the east, borrowstounness on the west, and linlithgow on the south.  the soil is rather of a light kind, and agrees better with a rainy than a dry season: the climate, in general, however, is dry and healthy.  the land is all arable, and produces grain, grass, and vegetables of every kind.  it is let out to small tenants generally, most of whom are poor, and live poorly, at 30, 40, or 50 shillings per acre.  the greatest part of it is inclosed.       vol. i. n  <footnote>  *the name is certainly of celtic original.  in that language, caer signifies a post or station; and, as it is situated at the eastern extremity of graham's dyke, the romans doubtless, had a considerable station here.  as to the latter part, it may be de- rived either from readan, a reed, or reidhe, plain, open; the post among the reeds, the post in the plain.  "
"StAS.1.1.98.P.Linlithgow.Carriden","      statistical account     coal.-this parish is full of coal, for which there is great demand.  it likewise abounds in free-stone.  the coal is of a fine quality, and is the only fuel used in the parish.  it is carried to london, to the northmost parts of scotland, to holland, germany, and the baltic.  it sells at a higher price on the hill, and to the country people who live near, and therefore must use it, than any coal in scotland.  it lies very deep; this may be one cause of its high price.  there are above 100 carts employed in the coal works, to drive coals to the sea and the salt pans.  <table=grange colliery.>  great.   chows.   culm.  15,700   4,300   5,100 tons produced yearly;  6,137   2,380   600 tons of which exported. colliers                                       35 coal mines                                      2 fire-engines                                    2 the great coal sold, per cart, which contains 900 weight, at 3 s. 6 d. the chows, or smaller coal, at 2 s. 9 d. the culm, or panwood, at 1 s. 9 d.                                              salt pans                                       5 bushels of salt made yearly                16,200                              </table>     there is another colliery in the parish, which yields more coal and salt than that mentioned above.     population.-this parish contains, at an average, between 1400 and 1500 souls.  perhaps the eighth part of the people are seceders.  each marriage, at an average, produces 6 chil- dren.  many of the inhabitants have attained to 70, 80 and  "
"StAS.1.1.99.P.Linlithgow.Carriden","      of carriden.  90 years of age.  there are 4 heritors, none of whom reside in the parish.  the alterations here, and in the neighbour- hood, with regard to the dress and manner of living of the people, are very great.       villages.-there are 4 villages in the parish; grangepans, bridgeness, benhardpans, and blackness.  most of the ship- ping that is now in borrowstounness formerly belonged to grangepans: but, since a good pier and harbour was erected in borrowstounness, most of the ships lie there.  the trade along the south side of the forth is much decayed.  it is gone to grangemouth, which is 4 miles up the frith from borrowstounness, and the entry into the great canal.  at present borrowstounness has little trade but what arises from the coal and salt works.     wages.-servants wages are very high here.  a servant man, who would have been satisfied, 40 years ago, with l. 1:5:0 half yearly, now gets l. 3 or l. 4 half year- ly, and sometimes more.  a servant maid, who got 10 or 11 shillings per half year, 40 or 50 years ago, now gets 30, 40, and sometimes 50 shillings in the half year.  a day-la- bourer gets 1 s. or 1 s. 2 d. a-day, who was formerly hired for 5 d. in winter, and 7 d. in summer, per day.  the price of provisions has risen in proportion.     stipend.-the stipend is precisely 8 chalders of victual, or l. 800 scots.  the glebe is 5 scots acres, valued at 30 shil- lings per acre.  the duke of hamilton is patron.  this living would have supported a family 50 years ago better than l. 120 sterling could do here now.     eminent men.-the only eminent person born in this pa-  "
"StAS.1.10.1.P.Caithness.Wick","      statistical account       of       scotland.       part x.       number i.       parish of wick.       (county and presbytery of caithness.-synod of caith-      ness and sutherland.)       by the reverend mr william sutherland.       origin of the name.     the ancient and modern name of this parish, as far as can now be ascertained, is that of wick, an appella- tion common all over the northern continent of europe, supposed to signify the same with the latin word vicus, a village or small town, particularly when lying adjacent to a bay, or arm of the sea, resembling a wicket.  when any other word is placed before or after it, that word denotes       vol. x. a  "
"StAS.1.10.101.P.Forfar.Edzell","      of edzell.  still inferior, being stony or sandy, with a bottom of gravel, mixed with large stones or rock.     proprietors, rent, etc.-the first of these three districts, about one half of the second, and the whole of the third, be- long to the honourable w. maule of panmuir.  the re- maining part belongs to sir alexander ramsay irvine, bart. the first district, whose surface is almost a dead flat, never fails, with good management, to produce, in ordinary years, good crops of oats, bear, (rough bear or chester), pease, tur- nips, flax, and potatoes.  the land, though less strong and rich than in many other places, is dry and early.  it has hap- pened for a course of years, that when the crops have greatly failed in other places of thc country, the farmers in this quarter have enjoyed crops much above the rate of their neighbourhood.  artificial grass, especially white clover, pro- spers well; but that rich and permanent sward of grass which is found in more powerful soils, is wanting here. rent, in this quarter, does not exceed 9 s. per acre, which is easy to pay, from the industry and improvements of the pre- sent lessees.  about 60 acres of village lands, occupied by about a dozen of families, give 15 s. or thereby.  the tenants in this quarter stand chiefly by grain and black cattle.  the two other districts have not the same advantages, as labour upon them is liable to be kept back in seed-time; and the crop, from the wetness of the bottom, is subject to be cast too late in harvest.  one half of the middle district, whereof the soil is inferior, rents still lower than the former division. the other half yields about 10 s.  in this quarter, the te- nants have the advantage of sheep, in addition to their grain and black cattle.  the rent of the third district, which is far from means of improvement, and which is still more ex- posed to bad seasons, cannot be well ascertained.  the pro-  "
"StAS.1.10.102.P.Forfar.Edzell","      statistical account  fits of the farmer arise more from sheep and cattle than from grain.     climate.-the air is generally sharp and piercing, as the surface of the parish is for the most part bare of shelter, and is opposite to two glens, which generate a current of air. no unwholesome vapour can arise, on account of the quick circulation of water, as there is every where a ready commu- nication with the rivers, whose channels are deep and rapid.  <footnote>  diseases.-there are no very remarkable instances of longe- vity.  one man, who had been born, and lived most of his life in this parish, died a few years ago, near to the age of 100. another gave an account of himself, which must have made him to be above that age; but it appears from the records, that his claim was not well founded.  one woman now lives in the village above the age of 90, and is still able to move about: another is 86.  several have reached above 80.  the most pre- vailing complaints are, asthma amongst the men, and hysterical disorders amongst the women, rheumatism in both sexes.  these may, in part, be caused, or nor a little heightened, by poor diet, hard labour, and forry lodging.  consumptions are also fatal to persons in this parish.  no peculiar epidemical disorder pre- vails.  several years ago, many were cut off by an infectious putrid fever, which was, however, more fatal in some neigh- bouring parishes.  the people are fast surmounting their prejudices against inoculation.  some observe, that the ague was frequent in their youth; but the complaint is now hardly known.     antiquities.-the castle of edzell is one of the most magnifi- cent ruins any where to be met with.  it long belonged to the family of lindsay, and now belongs to mr maule of panmuir. it consists of two stately towers evidently in different stiles, and built at different periods.  these are connected by an extensive wall; and large wings went backwards from the towers.  tra- dition says, that the square tower, the most ancient, was built and possessed by the family of stirling, from whom it descended to lindsay of glenesk.  of the former family, no traces now remain in these parts.  the lindsays of glenesk, afterwards of edzell, make a distinguished figure in scottish history.  buchan- an mentions several remarkable actions in which these chieftains  "
"StAS.1.10.103.P.Forfar.Edzell","      of edzell.     natural productions.-the water of the north esk has obviously a petrifying quality; because the rocks through, which it runs are of all degrees of consistene, from sand in the very first stage of concretion, to stones of sufficient hard- ness for all the purposes of ruble building.  there is also a lime-quarry, to which all the tenants of the proprietor have right.  it has been of some service for a long course of years; but the difficulty of procuring fuel to burn the lime-stones, is a bar in the way of its being very extensively useful.  there are still many spots of natural birch.  but there is not a doubt this parish once abounded with fine oak and beech, as stately trees are often found in the mosses.  there is a tradi-  <footnote>  (reguli de glenesk) were engaged.  after coming to the posses- sion of edzell, their power surpassed that of any other family in the county.  one of this family, about the beginning of last century, built a small castle, called auchmull, in this parish, and another, called innermask, in lochlie, as lurking holes, while he was forced to skulk several years for the murder of lord spynie.  one of them succeeded his cousin, earl crawfurd, who had disinherited his own son; but the honours and estate afterwards reverted to the natural heir.  the last of this family left the country about 1714, having greatly degenerated from the martial character of his progenitors, and afterwards died in the north of scotland, or in orkney, in poverty and wretched- ness.  this family, like other powerful chieftains, possessed the power of life and death upon their estate.  the place of execu- tion still retains its name.    in two different parts, appear those monuments of antiquity commonly named druidical temples.  two of these are found at colindie, considerably up the glen, within a few yards of one another.  they consist of tall upright stones, inclosing elliptical spaces; the largest about 45 feet by 36, the smallest somewhat less.  there is in one the appearance of a small portico or en- trance.  they must be of very great antiquity; because the stones of which they are formed, though exceedingly hard in, consistence, are yet hollowed and wasted away by the weather. several miles further south, at dalbogg, is a third, but not so entire as the two former.  the ground on which they stand is considerably elevated.  "
"StAS.1.10.104.P.Forfar.Edzell","      statistical account  tion, that the elevated grounds, dividing the upper and lower quarter of the parish, were formerly clothed with wood; now they bear only heath.  previous to 1714, there were some avenues to the castle of most stately beech, of which hardly a vestige now remains.  the late earl of panmure, about 20 years ago, made two plantations, chiefly of scotch fir; one of them about 4 miles in circumference, the other of less extent, both are thriving admirably, and promise advantage to the proprietor, and much benefit to the country.    birds and animals are much the same as in other parts of the country.  birds of passage are, the cuckoo, swallows of different species, sea-gulls occasionally, from a loch in the neighbourhood.  birds of song are, linnets, thrush, black- bird, red-breast.  wild animals are, fox, hare, otter, polecat, weasel.  no deer are inhabitants of the parish, although a severe storm sometimes occasions a visit from them.  there is a considerable salmon fishing.  the fish are mostly dispo- sed of by contract with merchants in montrose concerned in the london trade.  the sheep may amount to about 2000. the horses and cattle are not distinguished by any remark- able circumstance.  till lately, the horses were in general rather of middling strength, but the breed is gradually im- proving.  it is believed that the parish supplies itself with that article, but it does not much more.  the farmers here have not hitherto attended much to search out the best breed of either horses or cattle.  the better sort may average about 18 l.; the inferior much lower.  best oxen, from 3 to 4 years old, about 6 l.  best cows about 5 l.; inferior, 3 l.     state of agriculture.-under this head, the circumstances of the parish, compared with what they were 30 years ago, offer a very pleasing subject of contemplation.  at that peri- od, the greater part of it had been recently held of tacksmen  "
"StAS.1.10.105.P.Forfar.Edzell","      of edzell.  under the york buildings company, by a precarious and cruel tenure of one, two, or three years.  the tenants had no encouragement to industry, and they were not industrious. almost their only mean of subsistence arose from their sheep. the land hardly repaid labour; 40 or 50 threaves (4 stooks) have been often talked of as then insufficient to yield a boll of grain.  in tearing the miserable soil, they used often 6 horses, such as they were, never less than 4, often 4 horses and 6 cattle.  lime, as a manure, was almost unknown. now, they enjoy the security of leases, judiciously granted, to encourage the erecting of good steadings, and improving the ground.  lime has been employed with great success. an instance lately occurred, of about 16 bolls of oats, and another of 20 bolls of bear, after one.  the usual average may be about 6 returns of the seed.  the ground is almost never let out of cropping, without being laid down with grass seeds.  the ordinary space of so lying is 4 years, of which the first, and sometimes the second, is hay; the re- mainder pasture.  from two fifths to one half is generally in grass.  the land is cropped 4 years, of which one or two are green crops.  turnips suit well, but are not yet cultiva- ted to the height which they will probably soon reach, as it is not as yet very common to raise them for the purpose of seeding.  every one has them in greater or less quantity, as winter food for milch cows and young cattle.  flax suits this soil.  the average quantity raised may be about 16 acres. cabbage, as a field crop, has been tried in several cases with good success.  the quantity of potatoes raised is very consi- derable, as almost every family is connected with land, and supply themselves with that most useful root.  the grain is such as may be expected.  it is neither so weighty nor valu- able as that produced from carse or richer inland soils; but it is, in general, at least equal to that of the surrounding coun-       vol. x. o  "
"StAS.1.10.106.P.Forfar.Edzell","      statistical account  try.  no wheat, and but little barley, is raised.  the bear is not remarkably large in the grain, but is thin in the rind, weighs well, and recommends itself to the maltster and meal- maker.  oats, in ordinary years, give 16 pecks of meal, of 8 stone, after 16 pecks of grain.  until within a few years ago, the old scotch plough was universally used, even on the most clear and easy soils; and the harness was such as the ordinary farm servants could make.  now, small's plough, with the short iron head, and cast metal mould-boards, is getting into use.  harness, of the most complete kind, is every day coming into fashion.  two horses, with one man to work them, are now pretty general, and will soon be wholly established, as the price of labour is high; and more attention will be paid, of course, to the rearing and keeping of horses.  it appears that agriculture, at some distant period, was pursued to considerable extent; because the present race of tenants, notwithstanding their great progress in improving waste lands, have not yet gone so far as their forefathers reached.  many tracks of land are found, with the marks of cultivation, pretty far up the hills, and in many other spots now covered with heath, which the farmers of the present day have not yet been able to overtake.     rent.-there are two farms above 50 l.; 10 from 20 l. to 50 l.; upwards of 30 below 20 l.; some so low as 3 l. inde- pendent of the village lands, which are occupied by 13 per- sons at about 46 l.  total rental at this time 950 l.     population.-there is ground to believe, that population, in the last century, was at least equal to what it now is.  from the entry of baptisms in the old records, it appears that the village (slateford) was then more populous than now.  there are intimations of other villages, of which there is now little  "
"StAS.1.10.109.P.Forfar.Edzell","      of edzell.     circumstances and character.-the people are nearly of one class and condition.  their way of living arises, either whol- ly or in great part, from the culture of the ground.  their manners are suitable to their condition.  most of the farm- ers are now in easy circumstances, the consequence of the hard labour, frugality, and attention of the present genera- tion.  they have not laid aside those good habits.  with few exceptions, they are distinguished for integrity, sobriety, and diligence.  acting from a sense of their relation to their maker, they are, of course, punctual and serious in perform- ing the duties of religion.  their devotion, too, is of a ra- tional, tolerant nature, not breaking out into heats against those who entertain different opinions, but manifesting itself  <footnote>  <table>                            40 years ago.       at present. bear per ditto              8 s.                15 s. eggs per dozen              1 1/2 d. 2 d.       5 d. 6 d. 6 1/2 d. a towl                      4 d.                9 d. 10 d. butter per lib. of 24 oz.   4 d.                8 d. 10 d. 11 d. butcher meat per stone      2 s. 6 d.           4 s. 4 s, 8 d. 5 s.  </table>     prices of labour.-a sufficient ploughman's fee from 7 l. to 8 l. subsistence about 4 l. - total l. 11 or l. 12 the cottager's encouragement, being in ground and servitudes, may be rather better for himself; but, all things weighed, cheaper to his master  this useful class of men, who are going fast out of fashion, form in their families the best nurseries of male and female servants.  <table>  young men from 14 to 19, fee 4 l. 10 s. or 5 l. subsist.    ence 4 l.                                      total l. 9    0   0 herds for cattle from 11 to 14 years of age, fee 1 l.    10 s. subsistence 3 l.                         total l. 4   10   0 female servants, average fee about                         4    0   0 men shearers for whole harvest, with subsistence           1   10   0 women ditto,                          ditto                1    2   0 men shearers, and mowers of hay, about the village, per day, with subsistence                                  0    1   0 women ditto                                                0    0   9 day-labourers in summer, with meat, 6 d. and 8 d. without, 10 s. and 1 s.  </table>  "
"StAS.1.10.11.P.Caithness.Wick","      of wick.  of lives, even during the herring fishing season, which at this place is in summer and the beginning of autumn.  the coast being very open and dangerous, fishermen will not ven- ture out in small boats but in very promising weather.  the abolition of the duty on coals would be of great use by en- couraging the resort of settlers to carry on both fisheries and manufactures; and lastly, it would be of importance to have a large supply of salt and casks laid up in storehouses*.     it would also contribute to the success of the herring fi- shery were proper regulations laid down for carrying it on. real fishermen, whose sole business and interest should be to carry on all sorts of fishing, ought to be procured.  al- though this parish affords as good a fishing coast and as good stations as could be wished, yet it is to be regretted that there are hardly any real fishermen belonging to it, those alone excepted who resort to wick, from different parts of the kingdom, during the season of herring fishing only. such, however, is the desire of gain that pervades all forts of tradesmen here, that they betake themselves to the herring fishing when they think it likely to turn to better account than their own particular business.  weavers, taylors, shoe- makers, house and boat carpenters, blacksmiths, masons, etc. in this and the neighbouring parishes, having made a little  <footnote>  *this last is an object worthy the attention of the british fishing society, as many thousand barrels might often be caught in one night here; but, from its uncertainty, private ad- venturers cannot afford to have by them so great a stock of salt and casks, as would be necessary on such occasions; the conse- quence is, that when the herrings run beyond expectation, the private stocks are exhausted, the industry of the poor fisherman cramped, and the fish allowed to lie on their hands, though per- haps the merchants were bound by paction to receive them. the best remedy would be to take off entirely the duty upon salt, an impost in many respects impolitic and injudicious.  "
"StAS.1.10.110.P.Forfar.Edzell","      statistical account  <unreadable>  in an equal and charitable spirit.  the dissenters from the established church attend occasionally upon it, and live with the minister and people as if there was no difference in their views.  splendid acts of beneficence do not fall within their lot.  but the poor in the several quarters of the parish, in such severe seasons as this, in point of fuel, find themselves cared for by their neighbours, when even the good ailment from the session funds could not command the carriage of that essential article.  in the year 1783, to destressful to scotland, the farmers in the body of this parish had a better crop, and more safely got in, than in almost any part of the country.  several of them manifested their good dispositions, by sending meal to be disposed of by a proper person in a centrical spot, to such householders as were recommended by the kirk-session, considerably below the market price.  the people here are, in general, extremely contented with their condition; and they have no small cause to be so, as even the poorest of them, both men and women, who enjoy health, have abundance of work, and good encouragement. even the cottars, subtenants, tradesmen, and labourers, who have families, have their children sought after almost as soon as they are able to do any thing; and the education of the young folks is often helped forward by those with whom they reside, in order to attach them more strongly as ser- vants.  the people here have no propensity to emigration and adventure.  not above one or two are in the army, and none in the navy.  a considerable number of the present inhabitants were born in other parishes, but all are natives of scotland.  to this contented, quiet spirit, it is probably ow- ing that fragrant crimes do not occur.  it is beyond a doubt, that the people are much improved since last century, both in morals and in manners.  in the old records, there are in- stances of persons subjected to discipline for dragging nets on  </unreadable>  "
"StAS.1.10.112.P.Forfar.Edzell","      statistical account  from the interest of a sum of money, in part from the volun- tary collections in the church, which average 14 l.  these two maintain the poor in such a way as not only to be free of complaint, but to give full satisfaction to themselves, and to those who live around them.  if any happen to be whol- ly helpless, board is allowed for them to their nearest rela- tions; or, if they have none such, persons are paid for un- dertaking the care of them.  there are two stated meetings, at whitsunday and martinmas, for the purpose of fixing the rates of the following half year, and for purchasing clothes. there is no great danger of imposition, as the poor must have resided 3 years, at least before any aid can be given.  the elders in each quarter, by converting with neighbours, and by their own observation, are able to form a pretty just judgment of their necessity.     ecclesiastical state.-the church is a very old, strong build- ing, incommodious in itselfs and inconveniently situated for the whole parish.  the date of the building is not known; but it must have been erected long before the year 1641, as i find that the kirk-session in that year paid the ""sclaitter ""for poynting the kirk, 5 l. 13 s. 4 d. scots.  it. mair of ""drink filler to his boy, 6 pennies.""  the manse was built 71 years ago, indifferently executed at first, in a low situation, has been often repaired at a considerable expence, and now is in bad condition.  the stipend is about 61 l. with a glebe worth about 7 l.: but a process of augmentation is now depending.  the crown is patron.  "
"StAS.1.10.114.P.Perth.Aberfoyle","      statistical account  mountainous districts to the n. and to the w.  this parish consists of a narrow track of country, bounded on every side by lofty hills and mountains.  the bottom of the valley is occupied by a series of beautiful lakes, skirted with woods of oak, ash, and birch; and their banks are occasionally di- versified with scanty portions of cultivated ground, the soil of which has, in the course of ages, been washed down from the mountains, and deposited by the streams.    the mountains are sometimes covered with oak woods more than half way up.  the lower eminences are, for the most part, covered to their summits.  the higher regions are chiefly overgrown with heath; and sometimes they pre- sent only the bare rugged rock.    the most considerable lakes are loch ketterin, loch con, and loch ard.  the former is about eight miles in length, and one in breadth.  loch con and loch ard are each be- tween two and three miles in length.  these lakes abound with eel, pike, and trout, all esteemed excellent in their kinds.  the fish caught here, however, bears no price, as there is no market to which it can be brought; nor is there any restriction with regard to the fisheries of these lakes.    the river forth has its rise in the western extremity of this parish.  after passing through the lakes, and receiving many accessions from the streams that descend from the mountains, it bursts forth, at the lower extremity of loch ard, with considerable magnificence, over a rock near 30 feet high.  hence it flows with a less agitated current through the eastern district of the parish, which forms a beautiful and fertile valley, (denominated by the natives, according to a correspondent gaelic term, the laggan), surrounded, like the rest of this district, on all sides by hills, with a narrow open- ing towards the s. e. by which the forth, after having pas- sed some woody heights, and a beautiful round hill, entirely  "
"StAS.1.10.115.P.Perth.Aberfoyle","      of aberfoyle.  covered with oak, issues into the plain.  the highest moun- tains bound the vale of aberfoyle to the north, and display, in some places, very abrupt rugged and tremendous preci- pices.  several streams, and the waters of a lofty cascade de- scending from them, join the river as it flows amid the woods, meadows, corn-fields, and farm-houses in the valley. in this part of the parish the church and manse are situated.    none of the mountains of this parish exceed the second rate in height.  benivenow and benchochan are lofty hills, near 3000 feet high, but far overtopped by benlomond, in the parish of buchanan, which, with its pyramidal mass, ter- minates the prospect to the west.    the great line of the grampian mountains, which extends from n. e. to s. w. from the girdleness in aberdeenshire, to the hill of ardmore, on the frith of clyde, takes its course, in a very marked direction, through the lower part of the parish of aberfoyle.  the course of this range of hills, as far as has been observed in this neighbourhood, is distin- guished by a singular arrangement of the minerals of which the rocks consist.  on the eastern side of this line of moun- tain, the rock consists of rounded or oval pebbles, from the size of a pigeon's egg, to masses of 9 or 10 inches in diame- ter, which contain in them much iron ore, and which seem, at some period, to have been loose and detached.  they are now, however, strongly cemented into the body of the rock by a substance of a calcareous nature.  adjoining to this, on the west, are found, from time to time, masses of limestone, disposed in nests, as the workmen term it, and not in strata of a regular dip; and no where, in this neighbourhood, is limestone found, except in this line of the grampian moun- tains, and uniformly on the west side of the rock.  the lime- stone is blue, with beautiful veins of white.  it admits of a fine polish, and has been made into chimney-pieces, which  "
"StAS.1.10.118.P.Perth.Aberfoyle","      statistical account     the channels of the river having now, however, been de- termined by the lapse of time, and even, in some instances, fixed down by the hand of man, these changes have at length become less frequent, and less remarkable.  the accessions of soil from the mountains have been gradually diminished by the consolidation of their strata.  the streamlets that run down from the hills have hollowed out a regular channel for themselves.  in tracing their progress, we find that their ef- fects are perceptible only as they approach the valleys; whereas, towards their sources, near the summit of the mountains, these are reduced almost to nothing.     rare plants.-there are few districts, perhaps, of the same extent, which present such a fertile field to the botanist as aberfoyle.  besides the vegetables common to the lower grounds, many of the rarer alpine plants are to be found upon the mountains.  nor are the natives ignorant of the medical uses of many of their vegetables.  a decoction of the lichen pulmonarius is applied externally, with success, to the cure of inflammations in the throat.  the roots of the angelica and meum are used as aromatics.  the tuffilago is used in pulmonary complaints.  the roots of the orobus tu- berosus, which abounds, are held in high esteem; and it is imagined that their juice invigorates, and enables to resist hunger for a long time.  to avoid prolixity, a list of some of the rarer plants is subjoined in a note*.  <footnote>  *circaea lutetiana.   allium ursinum. schoenus albus.       triglochin. montia.               alisma plantago. alchemilla alpina.    trientalis europaea. sanicula europaea.    paris, (parish of port.) athamanta meum.       vaccinium, 4 species. sison inundatum.      adoxa. parnassia.            pyrola rotundif. et longisol.  "
"StAS.1.10.119.P.Perth.Aberfoyle","      of aberfoyle.     the native quadrupeds of this neighbourhood are roes, hares, foxes, badgers, martins, polecats, wild cats, otters, weazels, hedgehogs, moles, etc.     birds.-the black eagle builds in some of the more inac- cessible rocks; but, as great pains have been taken to de- stroy the species, it is now rare.  the osprey, or water eagle, builds in an island of lochlomond, in this neighbourhood, and pays us frequent visits.  the falcon has her eyrie in many of our rocks.  in winter, the lakes are covered with water-fowl; among whom swans, and some of the rarer spe- cies of colymbi, or divers, are annually to be met with.  the woodcock appears in the end of september, or beginning of october, according to the rigorousness or mildness of the season, and generally disappears in february.  the house- swallow appears on the 25th or 26th of april, and disappears about the beginning of october.  the cuckoo is heard about the 28th of april.  the ptarmigan (tetrao lagopus) is found in the higher regions of some of the hills, but in great abun- dance on benlomond.  the muirs abound with black and  <footnote>  andromeda polisolia.        gnaphalium dioicum. arbutus uva urfi            solidago, virga aurea. saxifraga, var.  spec.      lobelia dortmanna. sedum telephium, rubens.    orchis, var.  spec. agrimonia eupatoria.        serapias longifolia. rubus chamaemorus.          sparganium, 2 spec. geum urbanum et rivale.     littorella lacustris. comarum.                    empetrum nigrum. nymphaea lutea et alba.     myrica gale. trollius europaeus.         populus alba et tremula. chenopodium vulgate.        mercurialis annua. scutellaria galericulata.   osmunda regalis, etc. malva mofchata.             asplenium capillus veneris. orobus tuberosus.           lycopodium clavat. et felag. hypericum androsaemum et alia.  "
"StAS.1.10.12.P.Caithness.Wick","      statistical account  previous preparation, repair to the fishing boats, go to sea in the night, the only time for catching herrings, and spend all the day in sleep, by which their customers are sure to be ill served.  husbandmen, and even small farmers, hire themsel- ves out, during the fishing season, for 8 d. 10 d. or 1 s. per night; and, during the course of about three months, masters are at a considerable loss for servants to carry on the business of their farms.  these people seldom return till the harvest begins, thereby earning double wages for the summer season.     it is an unfortunate circumstance for the fisheries that the method of growing and manufacturing hemp is not known in this neighbourhood, where there is so much need of cord- age and netting.  at present, the fishermen must buy foreign hemp, from the merchants of wick, when they might raise it at home as good and much cheaper.  to encourage this, the trustees ought to allow higher premiums for raising hemp than flax; at present they are on the same footing.  there is not a doubt that hemp would thrive here, there being plenty of excellent manure, and abundance of fine rich black loamy soil.     appearance of the country.-the appearance of the country, in general, is flat, open, and champaign.  very considerable improvements might be introduced into caithness, which, it is to be hoped, will in time take place.  through all that county immense tracts of uncultivated green ground, with a good depth of soil, and ready for the plough, lie in a state of nature, and are made use of only as common pasture, but might easily be converted into good arable land.  there are also still larger tracts of heath, all of which might be brought in, and, if cultivated, would soon render the county capa- ble of yielding double the present rent, and more than double  "
"StAS.1.10.120.P.Perth.Aberfoyle","      statistical account  red game, the lower grounds with partridges and snipes. wild pigeons are also frequent.  the wood-pecker is some- times seen, but rarely.     soil and climate.-the soil, having been formed, for the most part, by the sediment deposited by the streams descend- ing from the mountains, is light and quick.  it is generally remarked, that the harvest is earlier in aberfoyle than any where in the vicinity towards the south, where the flat coun- try begins.    the air is sharp and healthy.  this neighbourhood is sel- dom visited by any epidemical disorders.  fevers are the most frequent diseases; they are to be attributed to the na- tives being much exposed to getting wet, in a climate where, from the mountainous nature of the country, rains are fre- quent.     population.-about the year 1770, almost all the upper part of this parish was converted into sheep farms, for which the nature of the soil is peculiarly adapted.  since that peri- od, the population of this parish has been, no doubt, consi- derably diminished, but in what proportion, it is not now easy to ascertain.    with regard to the first of the following tables, exhibiting the present population of the parish, it is to be observed, that it was made up with all possible accuracy in 1790.  within these two years, however, several families of cottagers have emigrated to balsron, a thriving village about 8 miles distant, where a cotton manufactory is carried on upon an extensive scale.    with regard to the second table of marriages, births, and deaths, several difficulties have occurred, some of which it is now impossible altogether to obviate.  "
"StAS.1.10.121.P.Perth.Aberfoyle","      of aberfoyle.     as to the births, notwithstanding every attention of the session, parents too frequently neglect the registration of their children's names, especially when they die in early infancy. besides, there are a few families of nonjurants in the parish, who never enter their births in the register.  to render the average just, therefore, the sum of 5 or 6 may be annual- ly added to the births.    with regard to the marriages, it is believed that the table is sufficiently accurate.    as to the deaths, a difficulty almost insurmountable oc- curs.  it has been an immemorial custom to use the mort- cloth or pall only for persons above 10 years of age; and those burials alone are recorded, as they produce a tax to the poor.  paupers, too, being exempted from this tax, are not enrolled in the register of burials.    an attempt has been made to supply these deficiencies in the register by calculation.  of children born, it is generally allowed that more than one half die before the age of 10 years.  in order, however, to be within bounds, and making allowance for the healthiness of the climate, the deaths under 10 have been stated only at one half of the children born.    for the unregistered deaths of paupers, the annual average of 2 has been taken, as approaching nearly to the truth.  <table=present state of population.>                  males.   fem.   total under 10          92      89     181 from 10 to 20     69      86     155      20 to 50    136     197     333      50 to 70     53      53     106      70 to 100     9       6      15                 -----   -----   -----                  359     431     790  </table>     the return to dr webster in 1755 was 895 souls.       vol. x. q  "
"StAS.1.10.124.P.Perth.Aberfoyle","      statistical account     the people are, in general, sober, industrious, and courte- ous to strangers.  they are contented with their condition, and firmly attached to government.  it is but justice to add, that, in the late ferment which prevailed in some parts of the country, they continued to express an uniform abhorrence of all seditious and levelling principles.     productions.-the arable ground in aberfoyle bears but an inconsiderable proportion to that which is employed in pas- ture.  of this proportion, however, no precise estimate can now be offered.  the fields are employed in raising oats, barley, pease, potatoes, and flax.  pease are not much culti- vated, on account of the wetness of the climate.  of potatoes and flax, only so much is raised as is sufficient for immediate use.  the hills are altogether occupied in the pasture of sheep, goats having been proscribed, on account of the injury they do to the woods.  black cattle, of a small breed, are reared with advantage on the lower grounds.    it may be observed in general, that the upper part of the parish, which occupies by far the greatest superficial extent, consists of sheep farms; and the lower part, of cultivated grounds.  the possessors of the sheep farms seldom raise so much grain as is sufficient for themselves, and for their shep- herds.  the farmers in the lower district generally raise a little more than is sufficient for their own consumpt.  the leases on the sheep farms are given for 9 years; those on the grain farms for 18 years.    the cultivation of sown grasses can scarcely be said to have been yet introduced amongst us, a few of the more in- dustrious tenants only laying down an acre or two, for the benefit of their milch cows.  the culture of field turnip is almost unknown, though practised successfully by mr graham of gartmore, at the distance of two miles only.  "
